Port,Average_duration,NombreParaURI,Station,Month,Number_of_routes,Year,MonthText,Localizacion,Environment,Users_quantity
8080,40,Ayuntamiento,Ayuntamiento,1,"1,800",2015,JANUARY,San-Sebastian,localhost,511
8080,51,Andia,Andia,1,985,2015,JANUARY,San-Sebastian,localhost,398
8080,54,Pio-XII,Pio XII,1,"1,239",2015,JANUARY,San-Sebastian,localhost,394
8080,40,Plaza-Catalu̱a,Plaza Catalu̱a,1,"1,304",2015,JANUARY,San-Sebastian,localhost,362
8080,36,Easo,Easo,1,"1,357",2015,JANUARY,San-Sebastian,localhost,344
8080,55,Universidades,Universidades,1,"1,056",2015,JANUARY,San-Sebastian,localhost,301
8080,52,Av--Zarautz,Av. Zarautz,1,927,2015,JANUARY,San-Sebastian,localhost,296
8080,57,Arrasate,Arrasate,1,756,2015,JANUARY,San-Sebastian,localhost,294
8080,45,Paseo-Francia,Paseo Francia,1,787,2015,JANUARY,San-Sebastian,localhost,273
8080,33,Magisterio,Magisterio,1,861,2015,JANUARY,San-Sebastian,localhost,257
8080,32,San-Francisco,San Francisco,1,799,2015,JANUARY,San-Sebastian,localhost,237
8080,48,Anoeta,Anoeta,1,445,2015,JANUARY,San-Sebastian,localhost,196
8080,37,Isabel-II,Isabel II,1,611,2015,JANUARY,San-Sebastian,localhost,178
8080,42,Lugaritz,Lugaritz,1,483,2015,JANUARY,San-Sebastian,localhost,147
8080,44,Riberas,Riberas,1,340,2015,JANUARY,San-Sebastian,localhost,78
8080,51,Intxaurrondo,Intxaurrondo,1,324,2015,JANUARY,San-Sebastian,localhost,71
8080,50,Ayuntamiento,Ayuntamiento,2,"1,297",2015,FEBRUARY,San-Sebastian,localhost,424
8080,52,Pio-XII,Pio XII,2,"1,025",2015,FEBRUARY,San-Sebastian,localhost,339
8080,56,Plaza-Catalu̱a,Plaza Catalu̱a,2,868,2015,FEBRUARY,San-Sebastian,localhost,308
8080,53,Andia,Andia,2,729,2015,FEBRUARY,San-Sebastian,localhost,300
8080,55,Easo,Easo,2,"1,047",2015,FEBRUARY,San-Sebastian,localhost,286
8080,61,Universidades,Universidades,2,840,2015,FEBRUARY,San-Sebastian,localhost,247
8080,49,Paseo-Francia,Paseo Francia,2,649,2015,FEBRUARY,San-Sebastian,localhost,239
8080,73,Arrasate,Arrasate,2,564,2015,FEBRUARY,San-Sebastian,localhost,225
8080,68,Av--Zarautz,Av. Zarautz,2,625,2015,FEBRUARY,San-Sebastian,localhost,224
8080,57,Magisterio,Magisterio,2,723,2015,FEBRUARY,San-Sebastian,localhost,222
8080,42,San-Francisco,San Francisco,2,652,2015,FEBRUARY,San-Sebastian,localhost,208
8080,57,Anoeta,Anoeta,2,415,2015,FEBRUARY,San-Sebastian,localhost,178
8080,63,Lugaritz,Lugaritz,2,332,2015,FEBRUARY,San-Sebastian,localhost,102
8080,128,Isabel-II,Isabel II,2,181,2015,FEBRUARY,San-Sebastian,localhost,90
8080,30,Riberas,Riberas,2,292,2015,FEBRUARY,San-Sebastian,localhost,75
8080,44,Intxaurrondo,Intxaurrondo,2,229,2015,FEBRUARY,San-Sebastian,localhost,59
8080,85,Ayuntamiento,Ayuntamiento,3,"1,586",2015,MARCH,San-Sebastian,localhost,487
8080,69,Pio-XII,Pio XII,3,"1,069",2015,MARCH,San-Sebastian,localhost,371
8080,65,Andia,Andia,3,850,2015,MARCH,San-Sebastian,localhost,350
8080,48,Easo,Easo,3,"1,254",2015,MARCH,San-Sebastian,localhost,348
8080,48,Plaza-Catalu̱a,Plaza Catalu̱a,3,"1,139",2015,MARCH,San-Sebastian,localhost,343
8080,55,Universidades,Universidades,3,"1,100",2015,MARCH,San-Sebastian,localhost,334
8080,67,Av--Zarautz,Av. Zarautz,3,740,2015,MARCH,San-Sebastian,localhost,290
8080,89,Arrasate,Arrasate,3,726,2015,MARCH,San-Sebastian,localhost,276
8080,80,Paseo-Francia,Paseo Francia,3,686,2015,MARCH,San-Sebastian,localhost,257
8080,55,Magisterio,Magisterio,3,804,2015,MARCH,San-Sebastian,localhost,256
8080,53,San-Francisco,San Francisco,3,798,2015,MARCH,San-Sebastian,localhost,249
8080,41,Isabel-II,Isabel II,3,557,2015,MARCH,San-Sebastian,localhost,193
8080,73,Anoeta,Anoeta,3,401,2015,MARCH,San-Sebastian,localhost,173
8080,68,Lugaritz,Lugaritz,3,401,2015,MARCH,San-Sebastian,localhost,140
8080,106,Riberas,Riberas,3,383,2015,MARCH,San-Sebastian,localhost,84
8080,52,Intxaurrondo,Intxaurrondo,3,270,2015,MARCH,San-Sebastian,localhost,67
8080,89,Ayuntamiento,Ayuntamiento,4,"2,115",2015,APRIL,San-Sebastian,localhost,598
8080,51,Andia,Andia,4,"1,024",2015,APRIL,San-Sebastian,localhost,456
8080,49,Pio-XII,Pio XII,4,"1,160",2015,APRIL,San-Sebastian,localhost,437
8080,68,Plaza-Catalu̱a,Plaza Catalu̱a,4,"1,387",2015,APRIL,San-Sebastian,localhost,428
8080,65,Easo,Easo,4,"1,152",2015,APRIL,San-Sebastian,localhost,383
8080,65,Av--Zarautz,Av. Zarautz,4,859,2015,APRIL,San-Sebastian,localhost,357
8080,43,Universidades,Universidades,4,979,2015,APRIL,San-Sebastian,localhost,335
8080,81,Arrasate,Arrasate,4,746,2015,APRIL,San-Sebastian,localhost,335
8080,42,San-Francisco,San Francisco,4,789,2015,APRIL,San-Sebastian,localhost,295
8080,39,Magisterio,Magisterio,4,751,2015,APRIL,San-Sebastian,localhost,291
8080,66,Paseo-Francia,Paseo Francia,4,723,2015,APRIL,San-Sebastian,localhost,283
8080,78,Anoeta,Anoeta,4,519,2015,APRIL,San-Sebastian,localhost,242
8080,56,Isabel-II,Isabel II,4,708,2015,APRIL,San-Sebastian,localhost,236
8080,79,Lugaritz,Lugaritz,4,497,2015,APRIL,San-Sebastian,localhost,159
8080,44,Riberas,Riberas,4,426,2015,APRIL,San-Sebastian,localhost,107
8080,39,Intxaurrondo,Intxaurrondo,4,381,2015,APRIL,San-Sebastian,localhost,87
8080,77,Ayuntamiento,Ayuntamiento,5,"1,710",2015,MAY,San-Sebastian,localhost,536
8080,102,Pio-XII,Pio XII,5,817,2015,MAY,San-Sebastian,localhost,356
8080,80,Plaza-Catalu̱a,Plaza Catalu̱a,5,899,2015,MAY,San-Sebastian,localhost,350
8080,90,Andia,Andia,5,631,2015,MAY,San-Sebastian,localhost,325
8080,84,Easo,Easo,5,870,2015,MAY,San-Sebastian,localhost,319
8080,94,Arrasate,Arrasate,5,637,2015,MAY,San-Sebastian,localhost,304
8080,130,Universidades,Universidades,5,595,2015,MAY,San-Sebastian,localhost,249
8080,125,San-Francisco,San Francisco,5,581,2015,MAY,San-Sebastian,localhost,216
8080,86,Isabel-II,Isabel II,5,489,2015,MAY,San-Sebastian,localhost,210
8080,70,Paseo-Francia,Paseo Francia,5,423,2015,MAY,San-Sebastian,localhost,209
8080,70,Magisterio,Magisterio,5,397,2015,MAY,San-Sebastian,localhost,199
8080,100,Av--Zarautz,Av. Zarautz,5,364,2015,MAY,San-Sebastian,localhost,199
8080,85,Anoeta,Anoeta,5,342,2015,MAY,San-Sebastian,localhost,170
8080,85,Riberas,Riberas,5,435,2015,MAY,San-Sebastian,localhost,120
8080,61,Lugaritz,Lugaritz,5,154,2015,MAY,San-Sebastian,localhost,85
8080,187,Intxaurrondo,Intxaurrondo,5,334,2015,MAY,San-Sebastian,localhost,81
8080,147,Ayuntamiento,Ayuntamiento,6,"1,216",2015,JUNE,San-Sebastian,localhost,471
8080,98,Plaza-Catalu̱a,Plaza Catalu̱a,6,722,2015,JUNE,San-Sebastian,localhost,308
8080,113,Easo,Easo,6,642,2015,JUNE,San-Sebastian,localhost,279
8080,62,Pio-XII,Pio XII,6,571,2015,JUNE,San-Sebastian,localhost,268
8080,111,Andia,Andia,6,483,2015,JUNE,San-Sebastian,localhost,250
8080,153,Arrasate,Arrasate,6,444,2015,JUNE,San-Sebastian,localhost,242
8080,82,Isabel-II,Isabel II,6,531,2015,JUNE,San-Sebastian,localhost,198
8080,79,Universidades,Universidades,6,328,2015,JUNE,San-Sebastian,localhost,171
8080,121,San-Francisco,San Francisco,6,291,2015,JUNE,San-Sebastian,localhost,162
8080,74,Av--Zarautz,Av. Zarautz,6,235,2015,JUNE,San-Sebastian,localhost,156
8080,107,Magisterio,Magisterio,6,236,2015,JUNE,San-Sebastian,localhost,153
8080,137,Paseo-Francia,Paseo Francia,6,270,2015,JUNE,San-Sebastian,localhost,151
8080,110,Anoeta,Anoeta,6,223,2015,JUNE,San-Sebastian,localhost,136
8080,79,Riberas,Riberas,6,325,2015,JUNE,San-Sebastian,localhost,100
8080,156,Lugaritz,Lugaritz,6,146,2015,JUNE,San-Sebastian,localhost,73
8080,133,Intxaurrondo,Intxaurrondo,6,294,2015,JUNE,San-Sebastian,localhost,66
8080,171,Ayuntamiento,Ayuntamiento,7,845,2015,JULY,San-Sebastian,localhost,373
8080,107,Plaza-Catalu̱a,Plaza Catalu̱a,7,437,2015,JULY,San-Sebastian,localhost,226
8080,170,Pio-XII,Pio XII,7,359,2015,JULY,San-Sebastian,localhost,195
8080,171,Arrasate,Arrasate,7,324,2015,JULY,San-Sebastian,localhost,183
8080,186,Andia,Andia,7,270,2015,JULY,San-Sebastian,localhost,177
8080,121,Easo,Easo,7,364,2015,JULY,San-Sebastian,localhost,173
8080,173,Isabel-II,Isabel II,7,287,2015,JULY,San-Sebastian,localhost,137
8080,106,San-Francisco,San Francisco,7,204,2015,JULY,San-Sebastian,localhost,123
8080,123,Universidades,Universidades,7,203,2015,JULY,San-Sebastian,localhost,119
8080,173,Av--Zarautz,Av. Zarautz,7,194,2015,JULY,San-Sebastian,localhost,117
8080,140,Paseo-Francia,Paseo Francia,7,133,2015,JULY,San-Sebastian,localhost,93
8080,77,Magisterio,Magisterio,7,101,2015,JULY,San-Sebastian,localhost,81
8080,65,Anoeta,Anoeta,7,129,2015,JULY,San-Sebastian,localhost,80
8080,142,Riberas,Riberas,7,190,2015,JULY,San-Sebastian,localhost,70
8080,227,Intxaurrondo,Intxaurrondo,7,195,2015,JULY,San-Sebastian,localhost,56
8080,92,Lugaritz,Lugaritz,7,96,2015,JULY,San-Sebastian,localhost,51
8080,258,Ayuntamiento,Ayuntamiento,8,584,2015,AUGUST,San-Sebastian,localhost,294
8080,238,Plaza-Catalu̱a,Plaza Catalu̱a,8,295,2015,AUGUST,San-Sebastian,localhost,171
8080,190,Arrasate,Arrasate,8,257,2015,AUGUST,San-Sebastian,localhost,159
8080,194,Isabel-II,Isabel II,8,368,2015,AUGUST,San-Sebastian,localhost,140
8080,914,Pio-XII,Pio XII,8,247,2015,AUGUST,San-Sebastian,localhost,132
8080,187,Andia,Andia,8,188,2015,AUGUST,San-Sebastian,localhost,124
8080,249,Easo,Easo,8,233,2015,AUGUST,San-Sebastian,localhost,118
8080,211,San-Francisco,San Francisco,8,119,2015,AUGUST,San-Sebastian,localhost,91
8080,753,Av--Zarautz,Av. Zarautz,8,112,2015,AUGUST,San-Sebastian,localhost,82
8080,133,Universidades,Universidades,8,84,2015,AUGUST,San-Sebastian,localhost,63
8080,137,Intxaurrondo,Intxaurrondo,8,182,2015,AUGUST,San-Sebastian,localhost,58
8080,526,Anoeta,Anoeta,8,82,2015,AUGUST,San-Sebastian,localhost,54
8080,138,Magisterio,Magisterio,8,73,2015,AUGUST,San-Sebastian,localhost,51
8080,92,Riberas,Riberas,8,160,2015,AUGUST,San-Sebastian,localhost,50
8080,230,Paseo-Francia,Paseo Francia,8,68,2015,AUGUST,San-Sebastian,localhost,50
8080,163,Lugaritz,Lugaritz,8,58,2015,AUGUST,San-Sebastian,localhost,31
8080,486,Ayuntamiento,Ayuntamiento,9,778,2015,SEPTEMBER,San-Sebastian,localhost,316
8080,293,Pio-XII,Pio XII,9,374,2015,SEPTEMBER,San-Sebastian,localhost,188
8080,129,Arrasate,Arrasate,9,329,2015,SEPTEMBER,San-Sebastian,localhost,184
8080,378,Plaza-Catalu̱a,Plaza Catalu̱a,9,371,2015,SEPTEMBER,San-Sebastian,localhost,174
8080,213,Andia,Andia,9,288,2015,SEPTEMBER,San-Sebastian,localhost,164
8080,118,Universidades,Universidades,9,365,2015,SEPTEMBER,San-Sebastian,localhost,154
8080,370,Isabel-II,Isabel II,9,409,2015,SEPTEMBER,San-Sebastian,localhost,153
8080,121,Easo,Easo,9,253,2015,SEPTEMBER,San-Sebastian,localhost,131
8080,133,San-Francisco,San Francisco,9,222,2015,SEPTEMBER,San-Sebastian,localhost,117
8080,144,Av--Zarautz,Av. Zarautz,9,158,2015,SEPTEMBER,San-Sebastian,localhost,101
8080,284,Magisterio,Magisterio,9,230,2015,SEPTEMBER,San-Sebastian,localhost,99
8080,115,Paseo-Francia,Paseo Francia,9,172,2015,SEPTEMBER,San-Sebastian,localhost,86
8080,181,Anoeta,Anoeta,9,144,2015,SEPTEMBER,San-Sebastian,localhost,86
8080,189,Riberas,Riberas,9,234,2015,SEPTEMBER,San-Sebastian,localhost,77
8080,100,Intxaurrondo,Intxaurrondo,9,209,2015,SEPTEMBER,San-Sebastian,localhost,62
8080,262,Lugaritz,Lugaritz,9,67,2015,SEPTEMBER,San-Sebastian,localhost,38
8080,375,Ayuntamiento,Ayuntamiento,10,390,2015,OCTOBER,San-Sebastian,localhost,190
8080,135,Andia,Andia,10,270,2015,OCTOBER,San-Sebastian,localhost,162
8080,165,Plaza-Catalu̱a,Plaza Catalu̱a,10,279,2015,OCTOBER,San-Sebastian,localhost,144
8080,"1,592",Universidades,Universidades,10,246,2015,OCTOBER,San-Sebastian,localhost,110
8080,367,Isabel-II,Isabel II,10,223,2015,OCTOBER,San-Sebastian,localhost,99
8080,389,Arrasate,Arrasate,10,153,2015,OCTOBER,San-Sebastian,localhost,97
8080,40,Magisterio,Magisterio,10,196,2015,OCTOBER,San-Sebastian,localhost,96
8080,701,Pio-XII,Pio XII,10,124,2015,OCTOBER,San-Sebastian,localhost,84
8080,187,Anoeta,Anoeta,10,141,2015,OCTOBER,San-Sebastian,localhost,70
8080,159,Easo,Easo,10,123,2015,OCTOBER,San-Sebastian,localhost,68
8080,665,San-Francisco,San Francisco,10,94,2015,OCTOBER,San-Sebastian,localhost,67
8080,637,Riberas,Riberas,10,130,2015,OCTOBER,San-Sebastian,localhost,51
8080,182,Av--Zarautz,Av. Zarautz,10,58,2015,OCTOBER,San-Sebastian,localhost,48
8080,180,Intxaurrondo,Intxaurrondo,10,126,2015,OCTOBER,San-Sebastian,localhost,45
8080,80,Lugaritz,Lugaritz,10,79,2015,OCTOBER,San-Sebastian,localhost,42
8080,"1,340",Paseo-Francia,Paseo Francia,10,32,2015,OCTOBER,San-Sebastian,localhost,21
8080,283,Ayuntamiento,Ayuntamiento,11,"1,479",2015,NOVEMBER,San-Sebastian,localhost,476
8080,54,Andia,Andia,11,931,2015,NOVEMBER,San-Sebastian,localhost,348
8080,55,Plaza-Catalu̱a,Plaza Catalu̱a,11,"1,401",2015,NOVEMBER,San-Sebastian,localhost,337
8080,38,Pio-XII,Pio XII,11,"1,081",2015,NOVEMBER,San-Sebastian,localhost,334
8080,375,Arrasate,Arrasate,11,974,2015,NOVEMBER,San-Sebastian,localhost,317
8080,66,Universidades,Universidades,11,"1,100",2015,NOVEMBER,San-Sebastian,localhost,277
8080,263,Easo,Easo,11,965,2015,NOVEMBER,San-Sebastian,localhost,276
8080,46,Av--Zarautz,Av. Zarautz,11,730,2015,NOVEMBER,San-Sebastian,localhost,248
8080,31,Magisterio,Magisterio,11,925,2015,NOVEMBER,San-Sebastian,localhost,239
8080,35,Isabel-II,Isabel II,11,770,2015,NOVEMBER,San-Sebastian,localhost,208
8080,24,San-Francisco,San Francisco,11,611,2015,NOVEMBER,San-Sebastian,localhost,192
8080,33,Anoeta,Anoeta,11,504,2015,NOVEMBER,San-Sebastian,localhost,164
8080,61,Lugaritz,Lugaritz,11,507,2015,NOVEMBER,San-Sebastian,localhost,116
8080,535,Riberas,Riberas,11,420,2015,NOVEMBER,San-Sebastian,localhost,96
8080,90,Intxaurrondo,Intxaurrondo,11,475,2015,NOVEMBER,San-Sebastian,localhost,77
8080,"22,357",Paseo-Francia,Paseo Francia,11,2,2015,NOVEMBER,San-Sebastian,localhost,2
8080,35,Ayuntamiento,Ayuntamiento,12,"1,846",2015,DECEMBER,San-Sebastian,localhost,608
8080,25,Arrasate,Arrasate,12,"1,421",2015,DECEMBER,San-Sebastian,localhost,443
8080,361,Plaza-Catalu̱a,Plaza Catalu̱a,12,"1,538",2015,DECEMBER,San-Sebastian,localhost,412
8080,28,Andia,Andia,12,938,2015,DECEMBER,San-Sebastian,localhost,392
8080,137,Easo,Easo,12,"1,284",2015,DECEMBER,San-Sebastian,localhost,356
8080,32,Pio-XII,Pio XII,12,"1,152",2015,DECEMBER,San-Sebastian,localhost,350
8080,30,Universidades,Universidades,12,"1,136",2015,DECEMBER,San-Sebastian,localhost,291
8080,37,Av--Zarautz,Av. Zarautz,12,913,2015,DECEMBER,San-Sebastian,localhost,286
8080,48,San-Francisco,San Francisco,12,783,2015,DECEMBER,San-Sebastian,localhost,250
8080,29,Magisterio,Magisterio,12,955,2015,DECEMBER,San-Sebastian,localhost,246
8080,30,Isabel-II,Isabel II,12,864,2015,DECEMBER,San-Sebastian,localhost,230
8080,28,Anoeta,Anoeta,12,516,2015,DECEMBER,San-Sebastian,localhost,195
8080,117,Lugaritz,Lugaritz,12,485,2015,DECEMBER,San-Sebastian,localhost,141
8080,28,Riberas,Riberas,12,548,2015,DECEMBER,San-Sebastian,localhost,110
8080,26,Intxaurrondo,Intxaurrondo,12,625,2015,DECEMBER,San-Sebastian,localhost,94
8080,33,Ayuntamiento,Ayuntamiento,1,"1,498",2016,JANUARY,San-Sebastian,localhost,499
8080,52,Arrasate,Arrasate,1,886,2016,JANUARY,San-Sebastian,localhost,345
8080,34,Plaza-Catalu̱a,Plaza Catalu̱a,1,"1,237",2016,JANUARY,San-Sebastian,localhost,336
8080,32,Pio-XII,Pio XII,1,970,2016,JANUARY,San-Sebastian,localhost,322
8080,35,Easo,Easo,1,991,2016,JANUARY,San-Sebastian,localhost,300
8080,28,Universidades,Universidades,1,917,2016,JANUARY,San-Sebastian,localhost,291
8080,34,Andia,Andia,1,670,2016,JANUARY,San-Sebastian,localhost,278
8080,38,Magisterio,Magisterio,1,775,2016,JANUARY,San-Sebastian,localhost,228
8080,32,Av--Zarautz,Av. Zarautz,1,630,2016,JANUARY,San-Sebastian,localhost,227
8080,31,San-Francisco,San Francisco,1,640,2016,JANUARY,San-Sebastian,localhost,206
8080,33,Isabel-II,Isabel II,1,740,2016,JANUARY,San-Sebastian,localhost,176
8080,38,Anoeta,Anoeta,1,344,2016,JANUARY,San-Sebastian,localhost,143
8080,27,Lugaritz,Lugaritz,1,387,2016,JANUARY,San-Sebastian,localhost,113
8080,40,Riberas,Riberas,1,482,2016,JANUARY,San-Sebastian,localhost,93
8080,36,Intxaurrondo,Intxaurrondo,1,419,2016,JANUARY,San-Sebastian,localhost,86
8080,35,Ayuntamiento,Ayuntamiento,2,"1,435",2016,FEBRUARY,San-Sebastian,localhost,451
8080,34,Plaza-Catalu̱a,Plaza Catalu̱a,2,"1,270",2016,FEBRUARY,San-Sebastian,localhost,337
8080,39,Arrasate,Arrasate,2,840,2016,FEBRUARY,San-Sebastian,localhost,303
8080,193,Pio-XII,Pio XII,2,844,2016,FEBRUARY,San-Sebastian,localhost,289
8080,22,Andia,Andia,2,704,2016,FEBRUARY,San-Sebastian,localhost,282
8080,34,Easo,Easo,2,916,2016,FEBRUARY,San-Sebastian,localhost,265
8080,22,Universidades,Universidades,2,862,2016,FEBRUARY,San-Sebastian,localhost,254
8080,32,Av--Zarautz,Av. Zarautz,2,558,2016,FEBRUARY,San-Sebastian,localhost,214
8080,34,San-Francisco,San Francisco,2,695,2016,FEBRUARY,San-Sebastian,localhost,207
8080,22,Magisterio,Magisterio,2,713,2016,FEBRUARY,San-Sebastian,localhost,198
8080,25,Isabel-II,Isabel II,2,651,2016,FEBRUARY,San-Sebastian,localhost,160
8080,26,Anoeta,Anoeta,2,319,2016,FEBRUARY,San-Sebastian,localhost,129
8080,26,Riberas,Riberas,2,436,2016,FEBRUARY,San-Sebastian,localhost,99
8080,21,Lugaritz,Lugaritz,2,353,2016,FEBRUARY,San-Sebastian,localhost,97
8080,35,Paseo-Francia,Paseo Francia,2,101,2016,FEBRUARY,San-Sebastian,localhost,83
8080,49,Intxaurrondo,Intxaurrondo,2,391,2016,FEBRUARY,San-Sebastian,localhost,81
8080,31,Ayuntamiento,Ayuntamiento,3,"1,504",2016,MARCH,San-Sebastian,localhost,486
8080,34,Plaza-Catalu̱a,Plaza Catalu̱a,3,"1,083",2016,MARCH,San-Sebastian,localhost,342
8080,24,Pio-XII,Pio XII,3,839,2016,MARCH,San-Sebastian,localhost,280
8080,27,Easo,Easo,3,958,2016,MARCH,San-Sebastian,localhost,274
8080,20,Andia,Andia,3,702,2016,MARCH,San-Sebastian,localhost,272
8080,25,Arrasate,Arrasate,3,787,2016,MARCH,San-Sebastian,localhost,270
8080,43,Paseo-Francia,Paseo Francia,3,672,2016,MARCH,San-Sebastian,localhost,265
8080,30,Av--Zarautz,Av. Zarautz,3,625,2016,MARCH,San-Sebastian,localhost,240
8080,35,Universidades,Universidades,3,761,2016,MARCH,San-Sebastian,localhost,226
8080,32,San-Francisco,San Francisco,3,618,2016,MARCH,San-Sebastian,localhost,209
8080,25,Magisterio,Magisterio,3,676,2016,MARCH,San-Sebastian,localhost,197
8080,30,Isabel-II,Isabel II,3,661,2016,MARCH,San-Sebastian,localhost,188
8080,28,Anoeta,Anoeta,3,305,2016,MARCH,San-Sebastian,localhost,142
8080,31,Lugaritz,Lugaritz,3,454,2016,MARCH,San-Sebastian,localhost,107
8080,27,Riberas,Riberas,3,480,2016,MARCH,San-Sebastian,localhost,99
